Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV GDL,1232,PIEZA,DHL_GDL,A.9..
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV MRD,492,PIEZA,WHM_MRD,UMAN...
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,650,PIEZA,DHL_PUEBLA,1.A.3.3
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,600,PIEZA,DHL_PUEBLA,1.B.1.3
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,550,PIEZA,DHL_PUEBLA,1.B.1.4
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,600,PIEZA,DHL_PUEBLA,1.B.1.8
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,246,PIEZA,DHL_PUEBLA,1.B.1.9
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,600,PIEZA,DHL_PUEBLA,1.B.2.3
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,600,PIEZA,DHL_PUEBLA,1.B.2.4
STI2051OPLT,20 51 5000 AUTOMATICA AR,INV PUEBLA,400,PIEZA,DHL_PUEBLA,1.B.2.5
STI2051OPLT-K,20 51 5000  AUTOMATICA AR,INV CAT,"16342,81",KILOGRAMO,DHL_CAT,1.B.0.7
STI2051OUAR,20 51 5000  AUTOMATICA AR,INV CAT,568,PIEZA,DHL_CAT,1.Z.3.0
STI2051OUAR,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.H.4.0
STI2051OUAR,20 51 5000  AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.H.3.3
STI20DOI,20 80 5000 AUTOMATICA AR,INV CAT,14,PIEZA,DHL_CAT,3.I.2.3
STI20DOI,20 80 5000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.I.2.4
STI20DOI,20 80 5000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.2.8
STI20DOI,20 80 5000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.3.2
STI20DOI,20 80 5000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.I.2.3
STI20DOP,20 80 5000 AUTOMATICA AR,INV CAT,1279,PIEZA,DHL_CAT,1.Z.5.5
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,256,PIEZA,DHL_CAT,1.A.5.4
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,28,PIEZA,DHL_CAT,1.M.1.5
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.0.9
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.2.1
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.E.0.1
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.G.3.5
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.G.3.6
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,4.D.0.4
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,4.D.1.0
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,4.D.1.5
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.3.5
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,1120,PIEZA,LOGISTORAGE_MTY,B.4..
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,1120,PIEZA,LOGISTORAGE_MTY,C.2..
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.A.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.A.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.A.41
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.C.41
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.C.42
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.D.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.E.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.E.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.F.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.G.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.G.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.H.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.H.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.I.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.J.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.J.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.J.41
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.K.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.K.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.K.41
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.L.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.P.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.R.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.S.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.S.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.T.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.T.22
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,40,PIEZA,LOGISTORAGE_MTY,H.1.U.21
STI20DOPLT,20 80 5000  AUTOMATICA AR,INV MTY,12,PIEZA,LOGISTORAGE_MTY,I.1.P.42
STI20DOR,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.G.2.1
STI20DOR,20 80 5000  AUTOMATICA AR,INV CAT,18,PIEZA,DHL_CAT,5.H.2.8
STI20DOR,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,5.I.2.5
STI20DOR,20 80 5000  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,5.I.3.1
STI20DOR,20 80 5000  AUTOMATICA AR,INV MTY,739,PIEZA,LOGISTORAGE_MTY,B.4..
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,459,PIEZA,DHL_CAT,1.A.4.5
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,1580,PIEZA,DHL_CAT,1.P.1.1
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,2160,PIEZA,DHL_CAT,1.Z.6.1
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,2.H.2.6
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,4.H.0.8
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,5.H.4.3
STI20DWC,20 80 3190 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,5.H.4.4
STI20DWR,20 80 3150 AUTOMATICA AR,INV CAT,56,PIEZA,DHL_CAT,5.H.4.3
STI20DWR,20 80 3150 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,5.H.4.4
STI20DWR,20 80 3150 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,6.N.1.2
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,1156,PIEZA,DHL_CAT,1.Q.0.1
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,1400,PIEZA,DHL_CAT,1.Z.2.1
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,2.H.0.8
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,2.H.1.3
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,2.H.1.7
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,36,PIEZA,DHL_CAT,2.I.1.3
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,2.I.2.0
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.G.2.5
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.H.0.4
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.H.0.5
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.H.0.6
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.H.1.3
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,3.H.1.5
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,80,PIEZA,DHL_CAT,4.D.2.2
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,4.E.2.7
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,4.G.2.7
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,5.H.2.7
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,5.I.1.6
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,5.I.2.0
STI20JX3C, 19.7 45 10000 Automatico AR,INV CAT,40,PIEZA,DHL_CAT,5.I.4.2
STI20JX3C, 19.7 45 10000 Automatico AR,INV GDL,1247,PIEZA,DHL_GDL,A.16..
STI20JX3C, 19.7 45 10000 Automatico AR,INV PUEBLA,99,PIEZA,DHL_PUEBLA,1.B.0.5
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,14,PIEZA,DHL_CAT,1.G.3.2
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,5,PIEZA,DHL_CAT,3.G.4.3
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,54,PIEZA,DHL_CAT,4.D.1.6
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,80,PIEZA,DHL_CAT,4.D.1.8
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,21,PIEZA,DHL_CAT,4.E.3.1
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,80,PIEZA,DHL_CAT,4.O.1.1
STI20JX4C, 19.7 45 8000 Automatico AR,INV CAT,80,PIEZA,DHL_CAT,4.O.1.5
STI20JX4C, 19.7 45 8000 Automatico AR,INV GDL,20,PIEZA,DHL_GDL,A.22..
STI20JX4C, 19.7 45 8000 Automatico AR,INV GDL,40,PIEZA,DHL_GDL,A.25..
STI20JX4C, 19.7 45 8000 Automatico AR,INV MTY,460,PIEZA,LOGISTORAGE_MTY,C.1..
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,21,PIEZA,DHL_CAT,1.G.4.0
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,6,PIEZA,DHL_CAT,1.H.2.5
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,23,PIEZA,DHL_CAT,1.I.3.4
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,43,PIEZA,DHL_CAT,2.G.2.2
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.G.1.9
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.G.2.0
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.G.2.1
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.G.2.2
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.G.2.1
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.G.2.5
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.G.2.6
STI20KOI,20 51 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.N.1.3
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,49,PIEZA,LOGISTORAGE_MTY,I.1.O.22
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.O.42
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.P.21
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.P.41
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.Q.22
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.R.21
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.S.42
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.T.21
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.T.22
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.T.42
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.U.41
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.X.12
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.Y.12
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.Y.21
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.Y.22
STI20KOR,20 51 5000 AUTOMATICA AR,INV MTY,50,PIEZA,LOGISTORAGE_MTY,I.1.Z.22
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,480,PIEZA,DHL_CAT,1.A.3.6
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,1.I.1.8
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,9,PIEZA,DHL_CAT,1.K.1.8
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.G.3.6
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.G.3.7
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,2.G.4.4
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,33,PIEZA,DHL_CAT,2.I.1.4
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.1.7
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,3.D.3.0
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.G.3.0
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,4.D.1.9
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,80,PIEZA,DHL_CAT,4.D.2.3
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.2.9
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.4.2
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.G.4.4
STI20KUC, 19.7 51 8000 AUTOMATICA AR,INV GDL,839,PIEZA,DHL_GDL,A.8..
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,24,PIEZA,DHL_CAT,1.H.0.9
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,27,PIEZA,DHL_CAT,1.H.1.9
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,2.H.3.2
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,2.I.3.4
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,2.I.3.5
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,36,PIEZA,DHL_CAT,2.L.1.7
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.L.1.7
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.L.2.6
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,3.L.2.8
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,44,PIEZA,DHL_CAT,3.N.0.3
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,60,PIEZA,DHL_CAT,3.N.0.4
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.H.3.6
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,4.N.0.3
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.G.2.7
STI20LOI,20 55 5000 AUTOMATICA AR,INV CAT,50,PIEZA,DHL_CAT,5.H.3.9
STI20MTP,19 63 7500  AUTOMATICA AR,INV CAT,1119,PIEZA,DHL_CAT,1.P.3.5
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,1102,PIEZA,DHL_CAT,1.C.1.9
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,6,PIEZA,DHL_CAT,1.G.2.8
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,8,PIEZA,DHL_CAT,1.H.0.8
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,1.Q.0.3
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,2.H.1.4
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,2.L.2.0
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.D.2.2
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.D.2.3
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,3.D.2.4
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.H.3.7
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.I.2.3
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.I.4.4
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,40,PIEZA,DHL_CAT,4.D.2.4
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,18,PIEZA,DHL_CAT,4.G.3.8
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,4.H.0.3
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,4.I.1.9
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,4.I.3.1
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,4.I.4.4
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.H.1.6
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.H.1.7
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.H.2.2
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.H.3.7
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.I.2.6
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.I.3.6
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,120,PIEZA,LOGISTORAGE_MTY,C.4..
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,DISPONIBLE...
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,H.1.N.41
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,H.1.O.41
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.J.11
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.J.32
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.N.11
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.N.21
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.N.22
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.O.11
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.O.31
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.O.32
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.P.11
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.P.21
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.P.31
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.P.42
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.Q.21
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.Q.31
STI2963TPLT,29 63 7500  AUTOMATICA AR,INV MTY,20,PIEZA,LOGISTORAGE_MTY,I.1.R.11
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,60,PIEZA,DHL_PUEBLA,1.A.2.2
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,400,PIEZA,DHL_PUEBLA,1.A.2.3
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,800,PIEZA,DHL_PUEBLA,1.A.3.0
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,320,PIEZA,DHL_PUEBLA,1.B.2.2
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,580,PIEZA,DHL_PUEBLA,1.B.3.7
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,460,PIEZA,DHL_PUEBLA,1.C.0.1
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,460,PIEZA,DHL_PUEBLA,1.C.0.2
STI2963TPLT,29 63 7500 AUTOMATICA AR,INV PUEBLA,20,PIEZA,DHL_PUEBLA,1.C.0.3
STI29EOC, 29.3 90 5000 AUTOMATICA AR,INV CAT,17,PIEZA,DHL_CAT,1.G.2.0
STI29EOR, 29.3 90 5000 AUTOMATICA AR,INV CAT,19,PIEZA,DHL_CAT,2.I.2.4
STI29MTE,29 63 7500 AUTOMATICA AR,INV CAT,19,PIEZA,DHL_CAT,2.G.2.8
STI29MTE,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,4.H.1.6
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,14,PIEZA,DHL_CAT,2.G.1.9
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.1.5
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.1.6
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.2.4
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.2.6
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.2.7
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,3.G.2.8
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.G.2.1
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.G.2.4
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.G.2.5
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.N.1.5
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.N.1.6
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,5.N.1.7
STI29MTP,29 63 7500 AUTOMATICA AR,INV CAT,20,PIEZA,DHL_CAT,6.N.1.6
STI3045QUAR,30 45 6500  AUTOMATICA UAR,INV CAT,2,PIEZA,DHL_CAT,1.F.0.2B
